Date,Campaign Name,Total Unique Users,Total Visitors Completed,Impressions,Number of Clicks,Number of Conversions,Advertising Channel,Device Type,OS,Browser,Geographic Location,Start Time of Session,End Time of Session,Platform,Total Cost
2023-12-09,winter_campaign,1887,1106,4197,868,727,Social Media,Desktop,iOS,Chrome,Edmonton,2023-12-09 08:14:37,2023-12-09 13:14:37,Google,982
2023-05-01,spring_campaign,1222,716,1480,514,83,Email Marketing,Mobile,Windows,Chrome,Montreal,2023-05-01 07:39:25,2023-05-01 12:39:25,Google,216
2023-12-18,winter_campaign,798,578,2681,862,252,Social Media,Desktop,Windows,Firefox,Toronto,2023-12-18 00:46:08,2023-12-18 04:46:08,Facebook,207
2023-06-08,summer_campaign,1380,1096,1102,703,388,Social Media,Mobile,Windows,Chrome,Edmonton,2023-06-08 13:09:14,2023-06-08 16:09:14,Facebook,627
2023-12-28,winter_campaign,1441,597,4702,503,280,Social Media,Desktop,Android,Chrome,Ottawa,2023-12-28 06:34:05,2023-12-28 10:34:05,Facebook,952
2023-07-22,summer_campaign,1368,1120,1167,253,190,Social Media,Tablet,iOS,Chrome,Montreal,2023-07-22 07:48:02,2023-07-22 10:48:02,Facebook,341
2023-02-26,winter_campaign,1902,1512,3465,1315,301,Email Marketing,Tablet,iOS,Safari,Vancouver,2023-02-26 11:55:39,2023-02-26 12:55:39,Google,123
2023-08-12,summer_campaign,1800,515,3511,914,466,Social Media,Mobile,iOS,Firefox,Quebec City,2023-08-12 14:29:16,2023-08-12 17:29:16,YouTube,313
2023-03-02,spring_campaign,848,840,4540,3501,2290,Search Engine,Mobile,iOS,Chrome,Calgary,2023-03-02 06:54:28,2023-03-02 07:54:28,Facebook,777
2023-06-20,summer_campaign,1251,679,4824,1499,482,Email Marketing,Mobile,Android,Safari,Quebec City,2023-06-20 05:43:00,2023-06-20 07:43:00,YouTube,609
2023-04-14,spring_campaign,1929,1325,1386,561,511,Search Engine,Mobile,iOS,Safari,London,2023-04-14 17:20:54,2023-04-14 19:20:54,Google,691
2023-09-12,fall_campaign,1673,628,4497,2172,1691,Search Engine,Tablet,Android,Safari,London,2023-09-12 02:15:44,2023-09-12 07:15:44,Google,840
2023-01-13,winter_campaign,736,471,3174,593,383,Search Engine,Mobile,Windows,Chrome,Edmonton,2023-01-13 19:01:35,2023-01-13 21:01:35,Facebook,130
2023-02-02,winter_campaign,1306,588,3718,3055,1176,Email Marketing,Desktop,Windows,Chrome,Edmonton,2023-02-02 05:31:46,2023-02-02 08:31:46,Facebook,878
2023-08-01,summer_campaign,1356,955,3488,2500,1027,Social Media,Mobile,Windows,Chrome,Edmonton,2023-08-01 03:26:44,2023-08-01 08:26:44,YouTube,721
2023-08-26,summer_campaign,744,550,3194,1609,246,Social Media,Desktop,Windows,Chrome,Winnipeg,2023-08-26 10:13:04,2023-08-26 14:13:04,Google,216
2023-03-21,spring_campaign,1972,1604,2858,1901,1781,Social Media,Desktop,Windows,Firefox,Toronto,2023-03-21 10:05:43,2023-03-21 11:05:43,Facebook,177
2023-03-24,spring_campaign,687,669,4209,795,213,Social Media,Desktop,Android,Safari,Toronto,2023-03-24 06:39:19,2023-03-24 10:39:19,Google,106
2023-02-21,winter_campaign,750,426,2171,911,486,Search Engine,Desktop,Windows,Safari,Edmonton,2023-02-21 12:24:27,2023-02-21 17:24:27,Google,322
2023-10-24,fall_campaign,1661,818,1418,1057,359,Social Media,Tablet,Android,Chrome,Calgary,2023-10-24 12:22:06,2023-10-24 17:22:06,Facebook,617
2023-04-27,spring_campaign,1447,1234,3838,1041,474,Social Media,Tablet,Android,Firefox,London,2023-04-27 07:27:25,2023-04-27 09:27:25,Facebook,825
2023-12-01,winter_campaign,1876,1522,2180,1717,460,Search Engine,Mobile,iOS,Firefox,Ottawa,2023-12-01 15:52:10,2023-12-01 17:52:10,Google,977
2023-08-06,summer_campaign,1401,768,4566,4223,3424,Social Media,Tablet,iOS,Safari,Vancouver,2023-08-06 08:33:48,2023-08-06 13:33:48,Google,359
2023-04-05,spring_campaign,1930,982,4576,2695,1895,Social Media,Mobile,iOS,Safari,Calgary,2023-04-05 09:47:49,2023-04-05 14:47:49,Facebook,800
2023-04-09,spring_campaign,729,679,1281,430,140,Social Media,Desktop,iOS,Chrome,Montreal,2023-04-09 08:00:45,2023-04-09 11:00:45,Facebook,677
2023-01-27,winter_campaign,964,738,1831,874,72,Search Engine,Desktop,Windows,Safari,London,2023-01-27 05:32:05,2023-01-27 07:32:05,Google,483
2023-12-24,winter_campaign,1867,1326,4227,1008,873,Email Marketing,Tablet,Windows,Safari,Toronto,2023-12-24 21:51:49,2023-12-25 00:51:49,YouTube,849
2023-06-28,summer_campaign,550,516,1515,1423,1373,Email Marketing,Desktop,iOS,Safari,Edmonton,2023-06-28 19:56:49,2023-06-29 00:56:49,YouTube,467
2023-08-22,summer_campaign,2000,1010,4997,4123,2186,Email Marketing,Desktop,Android,Firefox,Ottawa,2023-08-22 16:14:37,2023-08-22 17:14:37,YouTube,859
2023-01-10,winter_campaign,881,765,1425,200,18,Social Media,Tablet,Windows,Firefox,Hamilton,2023-01-10 00:08:37,2023-01-10 04:08:37,Google,570
2023-02-02,winter_campaign,1773,1390,2754,1681,895,Email Marketing,Desktop,Windows,Firefox,Hamilton,2023-02-02 15:20:32,2023-02-02 18:20:32,Google,837
2023-08-16,summer_campaign,1039,957,1721,81,49,Social Media,Mobile,Android,Firefox,Montreal,2023-08-16 16:28:16,2023-08-16 21:28:16,Facebook,779
2023-10-26,fall_campaign,1074,446,2387,54,23,Social Media,Desktop,Android,Chrome,Edmonton,2023-10-26 22:32:55,2023-10-26 23:32:55,YouTube,443
2023-10-05,fall_campaign,998,859,3349,818,802,Email Marketing,Desktop,iOS,Firefox,Ottawa,2023-10-05 15:11:40,2023-10-05 17:11:40,YouTube,529
2023-08-12,summer_campaign,1068,492,4222,2156,378,Search Engine,Tablet,iOS,Firefox,Montreal,2023-08-12 19:59:23,2023-08-12 23:59:23,Google,463
2023-08-09,summer_campaign,967,940,3655,566,268,Email Marketing,Tablet,Android,Firefox,Quebec City,2023-08-09 07:35:58,2023-08-09 11:35:58,Google,893
2023-02-17,winter_campaign,971,786,3437,1459,795,Email Marketing,Desktop,iOS,Chrome,Ottawa,2023-02-17 23:19:46,2023-02-18 01:19:46,YouTube,682
2023-08-06,summer_campaign,795,678,4851,1724,1407,Email Marketing,Mobile,iOS,Safari,Montreal,2023-08-06 04:30:42,2023-08-06 08:30:42,Facebook,152
2023-02-14,winter_campaign,880,605,3524,399,106,Social Media,Tablet,iOS,Safari,Winnipeg,2023-02-14 01:25:11,2023-02-14 05:25:11,Facebook,382
2023-12-22,winter_campaign,1451,746,3739,2039,1798,Email Marketing,Mobile,Windows,Firefox,Winnipeg,2023-12-22 12:32:19,2023-12-22 17:32:19,YouTube,700
2023-07-02,summer_campaign,1719,428,4868,2480,1907,Search Engine,Mobile,iOS,Safari,Montreal,2023-07-02 06:12:48,2023-07-02 07:12:48,Google,551
2023-04-18,spring_campaign,1610,909,1638,1546,70,Search Engine,Desktop,Windows,Firefox,Ottawa,2023-04-18 05:56:46,2023-04-18 07:56:46,YouTube,710
2023-05-10,spring_campaign,1618,1597,4706,560,111,Search Engine,Desktop,Windows,Chrome,Vancouver,2023-05-10 12:57:36,2023-05-10 16:57:36,Google,962
2023-05-04,spring_campaign,878,607,4603,1359,148,Email Marketing,Desktop,Android,Chrome,Toronto,2023-05-04 04:41:07,2023-05-04 09:41:07,YouTube,352
2023-09-15,fall_campaign,744,426,4020,137,61,Search Engine,Tablet,Android,Chrome,Winnipeg,2023-09-15 11:07:05,2023-09-15 12:07:05,Google,931
2023-05-13,spring_campaign,1344,1083,1233,1165,1158,Social Media,Tablet,Windows,Chrome,Calgary,2023-05-13 01:56:40,2023-05-13 03:56:40,YouTube,499
2023-05-09,spring_campaign,988,709,1001,413,147,Social Media,Mobile,Windows,Firefox,Vancouver,2023-05-09 11:04:38,2023-05-09 15:04:38,Facebook,165
2023-02-14,winter_campaign,1043,965,4707,3894,3605,Email Marketing,Mobile,iOS,Firefox,Vancouver,2023-02-14 02:01:29,2023-02-14 07:01:29,Google,789
2023-10-27,fall_campaign,657,453,2950,2400,1415,Email Marketing,Mobile,Android,Safari,Quebec City,2023-10-27 16:34:53,2023-10-27 17:34:53,YouTube,460
2023-01-27,winter_campaign,1176,1044,4334,1130,119,Social Media,Tablet,Android,Safari,Quebec City,2023-01-27 21:14:46,2023-01-27 23:14:46,Google,721
2023-03-31,spring_campaign,1503,679,2063,1948,1596,Email Marketing,Desktop,Windows,Firefox,Ottawa,2023-03-31 19:07:13,2023-04-01 00:07:13,Facebook,239
2023-10-29,fall_campaign,1976,1106,4815,766,493,Email Marketing,Mobile,Windows,Chrome,Toronto,2023-10-29 05:31:11,2023-10-29 10:31:11,Facebook,523
2023-02-22,winter_campaign,1341,844,1475,1057,502,Search Engine,Tablet,Android,Firefox,Edmonton,2023-02-22 19:15:34,2023-02-22 21:15:34,Google,237
2023-08-28,summer_campaign,1260,1204,3288,1216,1075,Email Marketing,Tablet,iOS,Firefox,Calgary,2023-08-28 23:04:22,2023-08-29 00:04:22,YouTube,463
2023-07-21,summer_campaign,1214,853,3502,2884,2392,Social Media,Desktop,Windows,Chrome,Winnipeg,2023-07-21 01:02:03,2023-07-21 06:02:03,Google,123
2023-10-09,fall_campaign,554,485,2769,785,327,Search Engine,Desktop,Android,Chrome,Hamilton,2023-10-09 14:11:21,2023-10-09 16:11:21,Google,723
2023-02-28,winter_campaign,1525,1409,3522,1407,546,Social Media,Desktop,Windows,Firefox,Winnipeg,2023-02-28 12:35:32,2023-02-28 17:35:32,Google,168
2023-03-04,spring_campaign,502,407,2310,2163,397,Email Marketing,Tablet,Android,Safari,Vancouver,2023-03-04 18:40:07,2023-03-04 21:40:07,Facebook,555
2023-07-04,summer_campaign,1129,874,3290,1587,1029,Search Engine,Desktop,Android,Chrome,Montreal,2023-07-04 13:44:56,2023-07-04 16:44:56,Facebook,119
2023-03-15,spring_campaign,1319,803,3617,1339,821,Social Media,Mobile,iOS,Chrome,Ottawa,2023-03-15 09:52:30,2023-03-15 11:52:30,YouTube,493
2023-12-30,winter_campaign,1449,1253,4531,2424,654,Search Engine,Desktop,iOS,Safari,Quebec City,2023-12-30 05:27:54,2023-12-30 08:27:54,Google,806
2023-01-30,winter_campaign,1142,805,3121,3095,530,Email Marketing,Mobile,Android,Chrome,Hamilton,2023-01-30 00:03:58,2023-01-30 03:03:58,Facebook,454
2023-06-25,summer_campaign,753,539,2500,2315,1005,Email Marketing,Desktop,Windows,Chrome,London,2023-06-25 16:42:36,2023-06-25 18:42:36,YouTube,380
2023-02-17,winter_campaign,1008,791,3547,1723,118,Email Marketing,Desktop,iOS,Safari,Calgary,2023-02-17 00:03:40,2023-02-17 04:03:40,Google,146
2023-10-27,fall_campaign,546,544,1132,850,133,Email Marketing,Desktop,Windows,Firefox,Toronto,2023-10-27 04:10:32,2023-10-27 07:10:32,YouTube,712
2023-06-20,summer_campaign,1807,1504,4462,3121,1023,Search Engine,Desktop,Windows,Safari,Montreal,2023-06-20 00:40:17,2023-06-20 02:40:17,Facebook,507
2023-11-13,fall_campaign,759,661,1161,228,58,Email Marketing,Mobile,Android,Safari,Winnipeg,2023-11-13 21:27:51,2023-11-14 02:27:51,Facebook,997
2023-10-22,fall_campaign,1972,1133,1178,300,62,Social Media,Desktop,Windows,Chrome,London,2023-10-22 23:44:06,2023-10-23 01:44:06,YouTube,885
2023-06-22,summer_campaign,1576,1152,3495,1812,1011,Search Engine,Tablet,iOS,Firefox,London,2023-06-22 20:08:00,2023-06-23 00:08:00,Google,969
2023-08-25,summer_campaign,618,435,3858,229,162,Email Marketing,Desktop,Windows,Firefox,Toronto,2023-08-25 05:17:56,2023-08-25 07:17:56,Google,460
2023-06-26,summer_campaign,1660,825,2116,458,142,Email Marketing,Tablet,iOS,Firefox,Montreal,2023-06-26 03:03:13,2023-06-26 06:03:13,Google,170
2023-10-14,fall_campaign,1279,604,1295,558,458,Search Engine,Desktop,Windows,Firefox,Hamilton,2023-10-14 05:14:42,2023-10-14 07:14:42,YouTube,413
2023-09-07,fall_campaign,1235,1179,1619,1211,1121,Social Media,Mobile,Android,Firefox,Calgary,2023-09-07 15:24:26,2023-09-07 17:24:26,YouTube,145
2023-01-07,winter_campaign,1285,407,3582,2525,2198,Email Marketing,Mobile,iOS,Chrome,Calgary,2023-01-07 15:33:32,2023-01-07 18:33:32,Facebook,105
2023-05-26,spring_campaign,1299,849,2902,1859,407,Email Marketing,Mobile,Windows,Safari,Quebec City,2023-05-26 02:32:05,2023-05-26 05:32:05,Google,220
2023-07-25,summer_campaign,665,557,1949,1555,1309,Social Media,Tablet,Android,Firefox,London,2023-07-25 10:09:20,2023-07-25 14:09:20,Google,200
2023-01-11,winter_campaign,1743,1196,2022,640,419,Search Engine,Tablet,Windows,Chrome,Ottawa,2023-01-11 23:10:49,2023-01-12 04:10:49,YouTube,585
2023-02-05,winter_campaign,1922,686,4922,2534,1104,Social Media,Mobile,Windows,Safari,Hamilton,2023-02-05 10:23:44,2023-02-05 12:23:44,Facebook,540
2023-03-26,spring_campaign,585,525,1261,860,405,Social Media,Desktop,Android,Safari,Hamilton,2023-03-26 01:45:02,2023-03-26 06:45:02,Google,416
2023-02-17,winter_campaign,1357,1114,4095,456,151,Social Media,Mobile,Windows,Firefox,Edmonton,2023-02-17 18:15:58,2023-02-17 21:15:58,Facebook,488
2023-11-25,fall_campaign,557,515,3064,2631,1339,Search Engine,Mobile,Android,Chrome,Quebec City,2023-11-25 03:27:37,2023-11-25 06:27:37,Google,569
2023-02-11,winter_campaign,1107,822,2326,1148,870,Social Media,Tablet,iOS,Chrome,Winnipeg,2023-02-11 22:53:10,2023-02-12 02:53:10,YouTube,762
2023-07-03,summer_campaign,513,479,4273,2373,445,Search Engine,Desktop,Windows,Safari,Montreal,2023-07-03 08:01:43,2023-07-03 12:01:43,Facebook,925
2023-10-13,fall_campaign,1163,1099,2529,2082,612,Social Media,Tablet,Android,Safari,Calgary,2023-10-13 15:26:31,2023-10-13 17:26:31,Facebook,727
2023-06-30,summer_campaign,1905,1898,2872,2271,382,Email Marketing,Tablet,iOS,Chrome,Ottawa,2023-06-30 10:57:55,2023-06-30 15:57:55,Google,542
2023-03-16,spring_campaign,656,497,4766,4430,373,Social Media,Mobile,Android,Firefox,Ottawa,2023-03-16 08:56:08,2023-03-16 11:56:08,YouTube,628
2023-09-04,fall_campaign,1347,565,4317,3920,706,Social Media,Desktop,Android,Firefox,Hamilton,2023-09-04 02:58:18,2023-09-04 03:58:18,Google,230
2023-07-15,summer_campaign,1405,982,4226,780,289,Email Marketing,Mobile,Android,Chrome,Vancouver,2023-07-15 12:14:42,2023-07-15 13:14:42,Facebook,155
2023-01-19,winter_campaign,1397,1156,2119,440,426,Social Media,Mobile,iOS,Safari,Ottawa,2023-01-19 00:04:54,2023-01-19 04:04:54,YouTube,608
2023-08-13,summer_campaign,1109,594,2708,811,87,Search Engine,Mobile,Android,Safari,London,2023-08-13 01:58:47,2023-08-13 05:58:47,Google,742
2023-07-11,summer_campaign,664,575,3007,81,13,Email Marketing,Mobile,Android,Firefox,Quebec City,2023-07-11 19:59:35,2023-07-11 20:59:35,Google,442
2023-12-20,winter_campaign,743,721,2475,918,219,Email Marketing,Tablet,iOS,Safari,Vancouver,2023-12-20 08:40:55,2023-12-20 13:40:55,YouTube,730
2023-09-01,fall_campaign,1965,901,3137,2116,1075,Search Engine,Desktop,iOS,Chrome,Vancouver,2023-09-01 21:53:31,2023-09-02 01:53:31,YouTube,902
2023-04-27,spring_campaign,1395,954,3588,2523,1547,Social Media,Desktop,iOS,Chrome,Calgary,2023-04-27 21:46:57,2023-04-28 01:46:57,Facebook,647
2023-12-18,winter_campaign,978,804,4138,1772,1641,Search Engine,Tablet,iOS,Chrome,Toronto,2023-12-18 03:49:00,2023-12-18 04:49:00,Google,242
2023-03-24,spring_campaign,1163,1045,3889,1919,1831,Social Media,Desktop,Android,Safari,Vancouver,2023-03-24 05:37:28,2023-03-24 08:37:28,YouTube,331
2023-05-27,spring_campaign,905,769,3425,1170,914,Search Engine,Tablet,Android,Chrome,Quebec City,2023-05-27 06:56:10,2023-05-27 11:56:10,Facebook,232
2023-11-08,fall_campaign,543,534,3585,3201,622,Search Engine,Mobile,iOS,Chrome,Toronto,2023-11-08 03:01:03,2023-11-08 05:01:03,Google,946
2023-09-16,fall_campaign,1217,405,3168,1937,826,Social Media,Desktop,iOS,Firefox,Vancouver,2023-09-16 13:27:35,2023-09-16 17:27:35,Google,159
2023-09-29,fall_campaign,1489,1246,3762,3250,1205,Search Engine,Mobile,iOS,Safari,Edmonton,2023-09-29 12:12:37,2023-09-29 14:12:37,Facebook,546
2023-05-10,spring_campaign,1778,1604,3068,3067,1281,Social Media,Desktop,iOS,Safari,London,2023-05-10 23:03:16,2023-05-11 01:03:16,YouTube,287
2023-12-31,winter_campaign,1148,918,3544,1700,1288,Search Engine,Tablet,Windows,Chrome,Ottawa,2023-12-31 15:09:41,2023-12-31 16:09:41,Facebook,120
2023-04-28,spring_campaign,1847,646,2590,2116,1453,Social Media,Tablet,Windows,Firefox,Ottawa,2023-04-28 06:49:16,2023-04-28 10:49:16,Facebook,760
2023-10-29,fall_campaign,1387,1175,4909,1176,496,Social Media,Desktop,iOS,Firefox,Edmonton,2023-10-29 13:08:12,2023-10-29 18:08:12,Google,303
2023-07-31,summer_campaign,1673,1252,1658,800,181,Email Marketing,Tablet,Android,Chrome,Edmonton,2023-07-31 08:31:43,2023-07-31 10:31:43,Facebook,298
2023-09-10,fall_campaign,1496,429,1335,1009,897,Social Media,Tablet,Windows,Firefox,Montreal,2023-09-10 18:45:37,2023-09-10 23:45:37,Facebook,648
2023-05-13,spring_campaign,1504,483,2034,862,679,Search Engine,Tablet,Windows,Chrome,Hamilton,2023-05-13 02:24:35,2023-05-13 06:24:35,YouTube,408
2023-04-06,spring_campaign,1472,948,4343,1857,267,Search Engine,Mobile,iOS,Safari,Hamilton,2023-04-06 21:27:35,2023-04-07 02:27:35,YouTube,757
2023-10-30,fall_campaign,786,418,1906,1000,523,Search Engine,Tablet,Android,Chrome,Quebec City,2023-10-30 11:07:28,2023-10-30 12:07:28,YouTube,783
2023-11-30,fall_campaign,862,700,2452,1229,162,Social Media,Mobile,Android,Safari,London,2023-11-30 03:39:55,2023-11-30 05:39:55,Google,573
2023-10-25,fall_campaign,1672,568,1579,539,272,Email Marketing,Desktop,iOS,Chrome,Vancouver,2023-10-25 02:51:32,2023-10-25 05:51:32,YouTube,960
2023-08-03,summer_campaign,1004,635,2195,173,108,Social Media,Mobile,Windows,Firefox,Toronto,2023-08-03 09:47:25,2023-08-03 13:47:25,YouTube,776
2023-07-05,summer_campaign,1005,676,4770,1243,278,Social Media,Tablet,Android,Firefox,Hamilton,2023-07-05 16:49:54,2023-07-05 21:49:54,Facebook,811
2023-05-07,spring_campaign,896,522,3194,779,106,Social Media,Desktop,Windows,Chrome,Montreal,2023-05-07 00:20:15,2023-05-07 01:20:15,YouTube,184
2023-11-06,fall_campaign,1530,752,1465,321,77,Email Marketing,Mobile,Android,Safari,Hamilton,2023-11-06 10:21:03,2023-11-06 15:21:03,YouTube,969
2023-10-01,fall_campaign,1305,1054,1739,397,230,Search Engine,Desktop,iOS,Safari,Edmonton,2023-10-01 09:38:56,2023-10-01 12:38:56,Facebook,255
2023-11-02,fall_campaign,1445,1286,3440,3069,2522,Email Marketing,Mobile,Windows,Chrome,Quebec City,2023-11-02 07:03:15,2023-11-02 11:03:15,Facebook,240
2023-02-08,winter_campaign,927,620,2764,2710,812,Social Media,Mobile,Android,Safari,Ottawa,2023-02-08 13:15:27,2023-02-08 14:15:27,Facebook,833
2023-06-25,summer_campaign,1351,1063,4572,3263,1297,Email Marketing,Tablet,Windows,Safari,Hamilton,2023-06-25 00:53:28,2023-06-25 01:53:28,Google,152
2023-07-06,summer_campaign,1187,550,4177,4088,2845,Search Engine,Mobile,Android,Chrome,Edmonton,2023-07-06 15:06:40,2023-07-06 17:06:40,Google,196
2023-01-25,winter_campaign,764,698,3887,3174,890,Search Engine,Mobile,iOS,Chrome,Edmonton,2023-01-25 16:24:40,2023-01-25 20:24:40,Google,367
2023-09-25,fall_campaign,1925,1381,1173,267,217,Email Marketing,Desktop,Windows,Chrome,Ottawa,2023-09-25 10:05:56,2023-09-25 14:05:56,Facebook,410
2023-04-05,spring_campaign,537,441,3698,2732,1671,Email Marketing,Tablet,Windows,Firefox,London,2023-04-05 17:45:44,2023-04-05 21:45:44,Facebook,580
2023-09-18,fall_campaign,1837,974,3224,1865,1022,Email Marketing,Tablet,Windows,Chrome,Ottawa,2023-09-18 02:39:41,2023-09-18 04:39:41,Google,190
2023-08-21,summer_campaign,1233,874,3987,577,58,Email Marketing,Mobile,Windows,Chrome,Winnipeg,2023-08-21 11:49:37,2023-08-21 15:49:37,Google,311
2023-07-30,summer_campaign,954,759,1069,839,545,Social Media,Mobile,Android,Chrome,Winnipeg,2023-07-30 02:24:40,2023-07-30 07:24:40,YouTube,809
2023-02-11,winter_campaign,1019,508,2261,980,663,Email Marketing,Tablet,iOS,Safari,Toronto,2023-02-11 02:13:28,2023-02-11 06:13:28,Facebook,106
2023-10-05,fall_campaign,800,522,1602,361,15,Email Marketing,Mobile,iOS,Chrome,Toronto,2023-10-05 11:27:39,2023-10-05 16:27:39,Google,692
2023-02-03,winter_campaign,1839,402,3262,276,156,Email Marketing,Mobile,Android,Safari,Montreal,2023-02-03 10:59:04,2023-02-03 15:59:04,YouTube,974
2023-01-04,winter_campaign,1025,978,1315,1196,737,Email Marketing,Tablet,Android,Chrome,Montreal,2023-01-04 23:58:49,2023-01-05 04:58:49,Google,881
2023-05-20,spring_campaign,1382,1355,2342,1047,654,Social Media,Tablet,Windows,Safari,Vancouver,2023-05-20 05:54:34,2023-05-20 09:54:34,YouTube,198
2023-10-22,fall_campaign,643,402,3030,310,268,Search Engine,Desktop,Windows,Safari,Calgary,2023-10-22 11:34:53,2023-10-22 15:34:53,Google,309
2023-07-22,summer_campaign,1264,1045,3238,2902,981,Social Media,Mobile,Android,Safari,Edmonton,2023-07-22 16:17:17,2023-07-22 18:17:17,Facebook,934
2023-07-27,summer_campaign,1157,625,2147,1370,1038,Search Engine,Tablet,Android,Safari,Ottawa,2023-07-27 04:55:41,2023-07-27 09:55:41,YouTube,842
2023-05-23,spring_campaign,739,513,1235,786,92,Search Engine,Tablet,Android,Firefox,Hamilton,2023-05-23 07:10:26,2023-05-23 11:10:26,YouTube,154
2023-08-20,summer_campaign,1600,1373,1625,857,353,Social Media,Mobile,Android,Chrome,Calgary,2023-08-20 01:10:48,2023-08-20 05:10:48,YouTube,167
2023-07-22,summer_campaign,758,620,1466,1369,841,Social Media,Desktop,Android,Chrome,Quebec City,2023-07-22 11:11:26,2023-07-22 14:11:26,Google,250
2023-11-06,fall_campaign,1998,482,4276,991,665,Email Marketing,Tablet,Windows,Firefox,Edmonton,2023-11-06 11:48:04,2023-11-06 13:48:04,YouTube,371
2023-09-12,fall_campaign,876,672,1264,419,329,Email Marketing,Tablet,iOS,Safari,London,2023-09-12 04:32:52,2023-09-12 08:32:52,YouTube,498
2023-01-10,winter_campaign,1879,1164,1913,988,825,Email Marketing,Mobile,iOS,Safari,Toronto,2023-01-10 13:48:46,2023-01-10 15:48:46,Facebook,549
2023-06-30,summer_campaign,651,491,3225,3011,1443,Social Media,Desktop,Android,Firefox,Quebec City,2023-06-30 17:14:52,2023-06-30 20:14:52,YouTube,124
2023-11-14,fall_campaign,1589,1542,3110,1405,295,Email Marketing,Desktop,Android,Firefox,Vancouver,2023-11-14 13:39:10,2023-11-14 18:39:10,Google,895
